country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015,2014,2016,2017,2018,2019
Afghanistan,95.22862823,92.72030651,86.54205607,87.12121212,86.08534323,84.3866171,82.99065421,81.25,82.17821782,83.05439331,83.62068966,84.71910112,84.98845266,84.33179724,82.25806452,84.90566038,82.23234624,74.13793103,77.19298246,77.96976242
Armenia,38.46153846,25.72533849,21.28378378,25.34562212,32.8525641,31.97586727,35.84269663,35.85337915,36.82758621,23.6318408,33.38307316,46.52631579,40.70843733,68.67627785,41.68539326,57.16049383,27.95232936,13.01444043,25.99415205,23.29749104
Azerbaijan,24.40944882,25.3164557,25.47332186,26.62229617,25.94752187,26.46239554,26.19680851,27.06185567,26.39257294,26.25169147,26.1707989,25.73018081,25.71428571,24.34782609,24.58015267,24.33234421,24.8049922,24.72613459,23.96313364,23.4939759
Bahrain,23.74616172,22.36387701,23.97903505,25.34604486,25.52644005,26.33582289,30.54112842,26.93334934,26.9497305,27.74161157,27.35710796,27.95402299,26.70591331,26.6194332,23.87504435,24.81365805,22.10168617,20.62324134,19.58839574,19.00561347
Bangladesh,37.87528868,39.47696139,41.42091153,41.66666667,41.05571848,40.89595376,40.5982906,39.45480631,38.81481481,38.99082569,38.37579618,39.36170213,41.82879377,38.92215569,35.87174349,35.43307087,33.46534653,30.56603774,29.85347985,29.15194346
Bhutan,56.09756098,55.64516129,53.66666667,51.15511551,50.25210084,49.24114671,48.30508475,45.91836735,44.70989761,42.44482173,41.29692833,40.80944351,40.86378738,41.84514003,41.61290323,41.30081301,41.95121951,42.8343949,42.18009479,42.47226624
Brunei Darussalam,18.09677419,10.54393305,15.2919708,15.77060932,26.32450331,34.0625,32.79445727,46.41833811,45.1048951,57.01357466,36.93989071,0,18.43304843,44.03292181,24.91467577,65.11627907,12.27990971,14.60035524,15.84440228,18.80090498
Cambodia,63.63636364,62.12361331,59.96860283,56.83563748,54.03458213,51.28552097,47.86545925,45.22613065,43.32909784,41.55844156,41.27604167,40.81902246,40.58355438,40.37685061,39.42701228,39.83628922,39.13043478,38.7275242,38.91213389,39.40256046
China,106.3527783,98.78692714,88.82673763,86.30816143,86.81987918,86.45431332,85.67688339,82.95154431,79.81598433,77.35120115,74.71638619,73.65361911,70.6989862,68.90551936,64.83180428,66.76706827,63.73737374,63.20564516,63.33333333,63.60856269
Democratic People's Republic of Korea,85.38361164,84.40975873,83.73932758,82.97060669,80.71757827,80.5247225,79.79899497,80.38376766,78.31365233,76.62476347,76.59543014,75.76576577,74.8100526,73.44682345,69.29444922,72.41770325,69.0126076,69.39697318,68.78925474,68.26914485
Georgia,22.36042765,23.70020552,25.07855489,28.83675928,25.01675959,24.66863755,22.42759367,23.66477216,21.40990523,24.09243512,20.1590245,20.43169543,18.33909168,18.32437671,19.81269006,19.82748394,18.84090738,18.74850728,18.74500645,18.57561903
India,93.91966371,92.40964135,87.72097802,84.66436897,81.41186224,79.90373819,76.61139084,74.03519233,73.22888441,75.13126781,79.05416613,78.46626255,75.67295022,76.17732652,78.70740237,76.22056409,78.6452593,78.40725491,78.38812407,78.59405941
Indonesia,37.64940239,36.84210526,36.13963039,35.42976939,34.90364026,34.22818792,34.02777778,33.56807512,33.57487923,33.83084577,33.58778626,33.41968912,32.8042328,32.16216216,31.2849162,31.59340659,30.32786885,29.72972973,29.11051213,28.87700535
Iran (Islamic Republic of),63.99176955,65.63169165,65.63535912,66.42685851,64.74201474,64.90066225,63.64883402,59.70149254,58.07692308,54.25,52.17391304,46.94323144,43.37606838,40.5982906,35.23706897,38.11563169,34.23913043,33.96648045,34.80861244,35.94771242
Iraq,55.46391753,55.39419087,54.86542443,49.70414201,49.60159363,48.61660079,46.46271511,45.74257426,47.4012474,47.91252485,47.70992366,46.64246824,45.39007092,42.95415959,41.04347826,41.24783362,40.73426573,40,38.5046729,37.28489484
Israel,27.59949853,24.03938984,32.84589426,23.42681749,27.84679089,38.87179487,32.77108434,24.40191388,22.7482679,29.23408846,22.41335326,27.15083799,22.79116466,32.95165394,29.32011331,32.3907455,24.5823389,32.17948718,27.71226415,27.90419162
Japan,39.1840673,38.5753186,37.48883366,36.58229726,37.13374341,36.92617719,39.08235973,39.0881214,39.2962963,37.67351805,39.60797809,43.60186396,42.03699607,42.66488505,42.00302196,43.61507125,42.55265018,41.73629593,43.40990045,42.09599538
Jordan,54.01234568,53.65079365,53.51170569,54.69798658,54.73684211,50.75757576,47.2,42.73858921,37.54166667,34.22413793,33.40707965,32.75555556,31.54867257,31.77272727,30.58558559,32.01834862,30.75555556,30.08695652,30.24896266,29.56175299
Kazakhstan,16.84700332,17.18850008,18.28925714,18.24609973,17.90212902,18.05098497,18.71245133,18.64338691,20.41528378,21.31070721,20.69866344,20.59307328,20.49486561,20.59799175,20.75432827,20.74739497,21.33029969,21.80555755,22.53715778,23.32367543
Kuwait,38.84711779,42.27405248,38.33780161,38.32853026,35.73407202,35.75418994,31.72043011,32.58426966,28.26086957,28.53403141,28.40909091,28.20121951,25.79710145,22.73743017,19.24281984,21.34408602,18.27411168,17.67326733,17.21153846,17.06976744
Kyrgyzstan,19.1074655,17.96623844,20.11422156,20.91661033,20.96986835,21.98883997,21.77736443,22.61439799,22.60195718,24.95493524,25.24286698,26.81818944,24.92816826,23.30497309,23.97125939,24.27942554,26.75516828,26.27362538,26.4013955,27.22672671
